ticker,naive_accuracy,naive_f1,gbm_accuracy,gbm_f1,logistic_accuracy,logistic_f1,rf_accuracy,rf_f1,lstm_accuracy,lstm_f1,gru_accuracy,gru_f1
NVDA,0.5424013434089001,0.7033206314643441,0.5083963056255247,0.5582798943794794,0.5348446683459278,0.6686602870813397,0.5361041141897566,0.6477526299011794,0.5313948588284871,0.6576354679802956,0.528023598820059,0.65389369592089
GLD,0.5435342606903658,0.7042723631508678,0.5244719216898507,0.6218762802130274,0.5404430705821741,0.6909216909216909,0.5213807315816589,0.6676207513416815,0.5414078674948241,0.6949035812672176,0.5419254658385093,0.6923879040667362
EWJ,0.5272879932829555,0.6904892798240791,0.4802686817800168,0.48113998323554064,0.5058774139378673,0.5931558935361216,0.49580184718723763,0.5368299267258002,0.5326590813316477,0.6203355015405683,0.5246523388116309,0.5997161107168204
