regime,naive_accuracy,naive_f1,logistic_accuracy,logistic_f1,rf_accuracy,rf_f1,lstm_accuracy,lstm_f1
Pre-2020  (2000-2019),0.5459081836327345,0.7062621045836023,0.5369261477045909,0.6718528995756718,0.5279441117764471,0.6412136536030342,0.5364061456245824,0.6810661764705882
Post-2020 (2020-2026),0.5462097611630322,0.7065144392209537,0.5358255451713395,0.6832034018426648,0.5254413291796469,0.6622320768662232,0.5531019978969506,0.7017543859649122
